dist_before,dist_after,v0,v1,v2
2.483438376005372,2.6255894118554934,0.09064599871635437,3.238369941711426,0.47832000255584717
2.587576756399348,2.7495045452231914,-0.09462899714708328,3.107985019683838,0.523730993270874
2.538319845002508,2.7013678830080345,-0.07925000041723251,3.0256659984588623,0.5152680277824402
2.6690858046712185,2.831916391557491,-0.09444200247526169,3.254344940185547,0.44284799695014954
2.7081218112905665,2.8757970433088285,-0.1629669964313507,3.234344959259033,0.45849600434303284
2.6258806260588736,2.791110438935598,-0.09803900122642517,3.1947779655456543,0.48681899905204773
1.351801387853764,1.3991819433135835,2.0676560401916504,3.501555919647217,0.5413219928741455
1.2674419966478105,1.295885069826693,2.166933059692383,3.4065489768981934,0.5258600115776062
1.2941794657011996,1.3031786084401273,2.1200039386749268,3.4137489795684814,0.41635099053382874
0.4823540734907472,0.46155987574268664,1.9810450077056885,2.5287959575653076,0.4152440130710602
0.22227913588628478,0.20609064472643102,1.896685004234314,2.3036770820617676,0.43544599413871765
0.33770559351129226,0.30791937509910294,1.9143420457839966,2.4007039070129395,0.3821159899234772
0.8128258951653908,0.8454394941376018,1.4073460102081299,2.150902032852173,-0.19173599779605865
0.8638070938621523,0.8957029397241958,1.4107450246810913,2.1627941131591797,-0.231904998421669
0.8761614060359175,0.8993256487173253,1.3944779634475708,2.094957113265991,-0.23478999733924866
0.7615917826091816,0.7811899649514107,1.449537992477417,2.151664972305298,-0.1569100022315979
0.9024217639807217,0.9318439384890778,1.445605993270874,2.0156190395355225,-0.2192150056362152
3.2601101123320535,3.437331714110252,0.16403800249099731,0.72428297996521,-0.5522990226745605
3.3547223878529757,3.520837640003475,0.14815500378608704,0.8336039781570435,-0.536201000213623
3.3147513117285654,3.478746024970235,0.21438899636268616,0.8480830192565918,-0.5324479937553406
3.1902871545136318,3.3605350234303524,0.2533760070800781,0.6964150071144104,-0.5306429862976074
3.1728314951677774,3.4016221847869317,0.01971600018441677,0.47818100452423096,0.575747013092041
3.065169372016877,3.305729947350115,0.10724399983882904,0.42438599467277527,0.5818809866905212
3.1795894661699386,3.410498665726051,0.062157999724149704,0.5437899827957153,0.5596849918365479
3.719320652516537,3.951155331805605,-0.7023869752883911,1.1487469673156738,0.47697100043296814
3.755416507394955,3.9877373513464374,-0.6689040064811707,1.10664701461792,0.5116710066795349
3.716211157639919,3.9481993957572263,-0.67740398645401,1.1571149826049805,0.5173730254173279
3.67426711096214,3.8949840362241286,-0.6908559799194336,1.21869695186615,0.49886900186538696
3.824675661628517,4.050672388642492,-0.6451659798622131,1.0496909618377686,0.43849799036979675
3.0440304628841153,3.2762640646257877,0.15427400171756744,0.4603790044784546,0.5426480174064636
3.138060407055145,3.371906819580952,0.1063390001654625,0.5526620149612427,0.5206609964370728
1.7832198510263262,1.874306040823551,0.9587640166282654,2.8065130710601807,-0.32054799795150757
1.7494065248714636,1.8436690950675059,0.9359019994735718,2.692929983139038,-0.3247770071029663
1.804815280795746,1.9046573060023269,0.9946839809417725,2.792479991912842,-0.27421000599861145
2.5955532571471247,2.7650978629019796,-0.19777999818325043,2.968416929244995,0.5612090229988098
2.487928786890594,2.6454552383361216,-0.0973839983344078,2.931920051574707,0.5384849905967712
2.512033900635912,2.673458898227068,-0.08508700132369995,2.9622631072998047,0.5841460227966309
2.5173867171527546,2.673866563118812,-0.15189999341964722,2.8868820667266846,0.47774600982666016
2.630636111451477,2.7914890601577125,-0.32459500432014465,2.299510955810547,0.4779149889945984
2.6743977941624997,2.8477681494775267,-0.4108000099658966,2.3244190216064453,0.4605790078639984
2.6945526548268095,2.856344704703231,-0.38752099871635437,2.2876789569854736,0.49472299218177795
3.268832213792463,3.4347080112267476,-0.888804018497467,2.0584800243377686,0.6099669933319092
3.2021804159465908,3.366685334307877,-0.8397459983825684,2.1182639598846436,0.623989999294281
3.262464173647928,3.4328857072719203,-0.9376810193061829,2.163198947906494,0.6307910084724426
3.3608029751912722,3.5346828662318255,-0.9657530188560486,2.0187439918518066,0.5743240118026733
3.241182856849863,3.398686947019326,-0.8094919919967651,1.9794939756393433,0.5832589864730835
3.3120983946170584,3.4779760300367264,-0.812923014163971,1.8758820295333862,0.5375909805297852
3.438386006592254,3.6154289509532633,-1.0692609548568726,2.042865037918091,0.5647209882736206
3.368971958663805,3.5379449498673243,-0.7249270081520081,1.6523419618606567,0.39636099338531494
3.4161408361883456,3.596105897652578,-0.8223919868469238,1.717803955078125,0.4343630075454712
3.342043948943971,3.504261416454417,-0.8359150290489197,1.7679280042648315,0.326774001121521
3.431308405167902,3.655712539332809,-0.12155000120401382,0.7153149843215942,0.5528309941291809
3.656826078154907,3.8751074634828515,-0.3021109998226166,0.8335270285606384,0.511139988899231
3.5205780242065794,3.7405266268488178,-0.22041399776935577,0.726768970489502,0.5371450185775757
3.7511202650301163,3.986635559894454,-0.5482079982757568,1.1074670553207397,0.4929330050945282
3.751136383299465,3.923135371242366,-0.3184260129928589,1.0710769891738892,0.43721601366996765
3.7393010649738665,3.9654185499883265,-0.31541499495506287,0.9708179831504822,0.502327024936676
3.6745277398111815,3.878880469601266,-0.2261659950017929,0.9365900158882141,0.428070992231369
3.708222316396032,3.95421771067533,-0.4448390007019043,1.065269947052002,0.2732970118522644
3.66588777484894,3.8691846029434847,-0.363972008228302,1.1327029466629028,0.31757500767707825
3.7409368323419776,3.972531504778649,-0.2922079861164093,1.0224100351333618,0.38892701268196106
3.7236608703599225,3.9448745412274926,-0.6137229800224304,1.1067839860916138,0.3322480022907257
3.601443250488949,3.8082069157064384,-0.5006330013275146,1.209736943244934,0.2574700117111206
3.6108660764408373,3.7723090731241076,-0.3573800027370453,1.2236900329589844,0.34386101365089417
3.617177497814481,3.8023606056108075,-0.3777430057525635,1.203192949295044,0.278329998254776
3.598058047325613,3.7764620096325796,-0.3939400017261505,1.226212978363037,0.28807300329208374
3.657157584237135,3.833551481014739,-0.3325679898262024,1.1662119626998901,0.3427959978580475
3.349184462680847,3.5207284176545723,-0.345425009727478,1.4815750122070313,0.36849701404571533
3.4564702772719156,3.62409030550741,-0.40413299202919006,1.379492998123169,0.30005699396133423
3.337008622225655,3.502807740589445,-0.3770639896392822,1.4905719757080078,0.31979501247406006
3.5917834772044577,3.785188865249158,-0.6012449860572815,1.2590750455856323,0.3031190037727356
3.342230444895346,3.5065325705839894,-0.5777419805526733,1.527688980102539,0.2616629898548126
3.523160364137981,3.7037784220204952,-0.5413569808006287,1.3173630237579346,0.27035000920295715
0.12567301652746599,0.11819537836793703,1.8508440256118774,2.2160439491271973,0.4412370026111603
0.06758690097594222,0.06553595526982425,1.8305280208587646,2.1690590381622314,0.46617498993873596
0.0771831852024567,0.07404721101572864,1.7998130321502686,2.1889889240264893,0.4139600098133087
0.1627148305075421,0.15443906359132065,1.8095890283584595,2.224900007247925,0.5381090044975281
3.6118507430942035,3.838725886804786,-0.7632489800453186,3.6417338848114014,-0.5748890042304993
3.555406288223381,3.821536167638174,-0.6548889875411987,3.793639898300171,-0.5914580225944519
3.5105223615196253,3.748219287681842,-0.6292309761047363,3.688429117202759,-0.5594090223312378
3.212702110339482,3.4481967686641446,-0.5608739852905273,3.3424899578094482,-0.38449400663375854
3.29064773412888,3.5292399401698438,-0.6391839981079102,3.3461029529571533,-0.4353660047054291
3.258879958435844,3.4956285093067914,-0.5814779996871948,3.405881881713867,-0.38290899991989136
